areaCode,areaName,areaType,date,age,cases,rollingSum,rollingRate
E92000001,England,nation,2022-12-26,00_59,2341,16971,39.6
E92000001,England,nation,2022-12-26,05_09,15,135,3.8
E92000001,England,nation,2022-12-26,10_14,17,204,5.9
E92000001,England,nation,2022-12-26,15_19,54,487,15.6
E92000001,England,nation,2022-12-26,20_24,159,1001,28.8
E92000001,England,nation,2022-12-26,25_29,213,1400,37.1
E92000001,England,nation,2022-12-26,30_34,249,1745,45.6
E92000001,England,nation,2022-12-26,35_39,282,1924,51.5
E92000001,England,nation,2022-12-26,40_44,260,2036,58.6
E92000001,England,nation,2022-12-26,45_49,310,2289,62.9
E92000001,England,nation,2022-12-26,50_54,365,2587,66.8
E92000001,England,nation,2022-12-26,55_59,364,2719,72.3
E92000001,England,nation,2022-12-26,60+,2156,16353,119.7
E92000001,England,nation,2022-12-26,60_64,364,2634,82.4
E92000001,England,nation,2022-12-26,65_69,304,2339,84.0
E92000001,England,nation,2022-12-26,70_74,321,2378,84.5
E92000001,England,nation,2022-12-26,75_79,338,2701,134.4
E92000001,England,nation,2022-12-26,80_84,300,2148,148.2
E92000001,England,nation,2022-12-26,85_89,249,2105,237.8
E92000001,England,nation,2022-12-26,90+,280,2048,393.0
E92000001,England,nation,2022-12-26,unassigned,2,4678,
E92000001,England,nation,2022-12-25,00_04,48,477,14.7
E92000001,England,nation,2022-12-25,00_59,1795,19052,44.4
E92000001,England,nation,2022-12-25,05_09,12,166,4.7
E92000001,England,nation,2022-12-25,10_14,19,243,7.1
E92000001,England,nation,2022-12-25,15_19,50,575,18.5
E92000001,England,nation,2022-12-25,20_24,101,1114,32.1
E92000001,England,nation,2022-12-25,25_29,125,1542,40.9
E92000001,England,nation,2022-12-25,30_34,179,2036,53.2
E92000001,England,nation,2022-12-25,35_39,192,2119,56.7
E92000001,England,nation,2022-12-25,40_44,215,2316,66.6
E92000001,England,nation,2022-12-25,45_49,255,2588,71.1
E92000001,England,nation,2022-12-25,50_54,305,2889,74.5
E92000001,England,nation,2022-12-25,55_59,294,2987,79.4
E92000001,England,nation,2022-12-25,60+,1586,17717,129.7
E92000001,England,nation,2022-12-25,60_64,252,2844,89.0
E92000001,England,nation,2022-12-25,65_69,241,2525,90.7
E92000001,England,nation,2022-12-25,70_74,274,2557,90.9
E92000001,England,nation,2022-12-25,75_79,268,2934,146.0
E92000001,England,nation,2022-12-25,80_84,211,2332,160.9
E92000001,England,nation,2022-12-25,85_89,182,2309,260.8
E92000001,England,nation,2022-12-25,90+,158,2216,425.3
E92000001,England,nation,2022-12-25,unassigned,1,4974,
E92000001,England,nation,2022-12-24,00_04,59,488,15.1
E92000001,England,nation,2022-12-24,00_59,1883,20395,47.6
E92000001,England,nation,2022-12-24,05_09,9,189,5.3
E92000001,England,nation,2022-12-24,10_14,17,278,8.1
E92000001,England,nation,2022-12-24,15_19,56,650,20.9
E92000001,England,nation,2022-12-24,20_24,104,1203,34.6
E92000001,England,nation,2022-12-24,25_29,131,1697,45.0
E92000001,England,nation,2022-12-24,30_34,198,2196,57.4
E92000001,England,nation,2022-12-24,35_39,210,2275,60.9
E92000001,England,nation,2022-12-24,40_44,235,2486,71.5
E92000001,England,nation,2022-12-24,45_49,245,2744,75.4
E92000001,England,nation,2022-12-24,50_54,297,3037,78.4
E92000001,England,nation,2022-12-24,55_59,322,3152,83.8
E92000001,England,nation,2022-12-24,60+,1893,18169,133.0
E92000001,England,nation,2022-12-24,60_64,340,2989,93.5
E92000001,England,nation,2022-12-24,65_69,285,2608,93.7
E92000001,England,nation,2022-12-24,70_74,279,2588,92.0
E92000001,England,nation,2022-12-24,75_79,334,3000,149.3
E92000001,England,nation,2022-12-24,80_84,255,2358,162.7
E92000001,England,nation,2022-12-24,85_89,214,2350,265.4
E92000001,England,nation,2022-12-24,90+,186,2276,436.8
E92000001,England,nation,2022-12-24,unassigned,1,5009,
E92000001,England,nation,2022-12-23,00_04,65,493,15.2
E92000001,England,nation,2022-12-23,00_59,2557,20924,48.8
E92000001,England,nation,2022-12-23,05_09,17,211,6.0
E92000001,England,nation,2022-12-23,10_14,24,305,8.9
E92000001,England,nation,2022-12-23,15_19,67,693,22.2
E92000001,England,nation,2022-12-23,20_24,140,1260,36.3
E92000001,England,nation,2022-12-23,25_29,207,1779,47.2
E92000001,England,nation,2022-12-23,30_34,252,2233,58.4
E92000001,England,nation,2022-12-23,35_39,294,2333,62.4
E92000001,England,nation,2022-12-23,40_44,293,2526,72.7
E92000001,England,nation,2022-12-23,45_49,356,2804,77.1
E92000001,England,nation,2022-12-23,50_54,406,3109,80.2
E92000001,England,nation,2022-12-23,55_59,436,3178,84.5
E92000001,England,nation,2022-12-23,60+,2664,18123,132.7
E92000001,England,nation,2022-12-23,60_64,393,2972,93.0
E92000001,England,nation,2022-12-23,65_69,381,2622,94.2
E92000001,England,nation,2022-12-23,70_74,409,2605,92.6
E92000001,England,nation,2022-12-23,75_79,450,2943,146.4
E92000001,England,nation,2022-12-23,80_84,332,2354,162.4
E92000001,England,nation,2022-12-23,85_89,349,2347,265.1
E92000001,England,nation,2022-12-23,90+,350,2280,437.6
E92000001,England,nation,2022-12-23,unassigned,4,5022,
E92000001,England,nation,2022-12-22,00_04,81,493,15.2
E92000001,England,nation,2022-12-22,00_59,3268,21308,49.7
E92000001,England,nation,2022-12-22,05_09,26,221,6.2
E92000001,England,nation,2022-12-22,10_14,49,348,10.1
E92000001,England,nation,2022-12-22,15_19,101,740,23.7
E92000001,England,nation,2022-12-22,20_24,185,1291,37.2
E92000001,England,nation,2022-12-22,25_29,289,1816,48.2
E92000001,England,nation,2022-12-22,30_34,328,2300,60.1
E92000001,England,nation,2022-12-22,35_39,374,2362,63.2
E92000001,England,nation,2022-12-22,40_44,392,2609,75.1
E92000001,England,nation,2022-12-22,45_49,436,2861,78.6
E92000001,England,nation,2022-12-22,50_54,482,3110,80.3
E92000001,England,nation,2022-12-22,55_59,525,3157,83.9
E92000001,England,nation,2022-12-22,60+,2972,18033,132.0
E92000001,England,nation,2022-12-22,60_64,494,3011,94.2
E92000001,England,nation,2022-12-22,65_69,455,2605,93.6
E92000001,England,nation,2022-12-22,70_74,411,2567,91.2
E92000001,England,nation,2022-12-22,75_79,484,2914,145.0
E92000001,England,nation,2022-12-22,80_84,380,2372,163.7
E92000001,England,nation,2022-12-22,85_89,372,2335,263.7
E92000001,England,nation,2022-12-22,90+,376,2229,427.8
E92000001,England,nation,2022-12-22,unassigned,1,5028,
E92000001,England,nation,2022-12-21,00_04,59,480,14.8
E92000001,England,nation,2022-12-21,00_59,1750,21213,49.5
E92000001,England,nation,2022-12-21,05_09,18,215,6.1
E92000001,England,nation,2022-12-21,10_14,35,370,10.8
E92000001,England,nation,2022-12-21,15_19,63,755,24.2
E92000001,England,nation,2022-12-21,20_24,117,1319,38.0
E92000001,England,nation,2022-12-21,25_29,139,1819,48.2
E92000001,England,nation,2022-12-21,30_34,202,2363,61.8
E92000001,England,nation,2022-12-21,35_39,195,2367,63.3
E92000001,England,nation,2022-12-21,40_44,218,2592,74.6
E92000001,England,nation,2022-12-21,45_49,255,2831,77.8
E92000001,England,nation,2022-12-21,50_54,204,3047,78.6
E92000001,England,nation,2022-12-21,55_59,245,3055,81.2
E92000001,England,nation,2022-12-21,60+,2102,17429,127.6
E92000001,England,nation,2022-12-21,60_64,284,2922,91.4
E92000001,England,nation,2022-12-21,65_69,226,2458,88.3
E92000001,England,nation,2022-12-21,70_74,234,2501,88.9
E92000001,England,nation,2022-12-21,75_79,313,2829,140.7
E92000001,England,nation,2022-12-21,80_84,314,2269,156.6
E92000001,England,nation,2022-12-21,85_89,365,2284,258.0
E92000001,England,nation,2022-12-21,90+,366,2166,415.7
E92000001,England,nation,2022-12-21,unassigned,3190,5035,
E92000001,England,nation,2022-12-20,00_04,79,481,14.8
E92000001,England,nation,2022-12-20,00_59,3377,23002,53.6
E92000001,England,nation,2022-12-20,05_09,38,233,6.6
E92000001,England,nation,2022-12-20,10_14,43,408,11.9
E92000001,England,nation,2022-12-20,15_19,96,824,26.4
E92000001,England,nation,2022-12-20,20_24,195,1447,41.7
E92000001,England,nation,2022-12-20,25_29,296,1986,52.7
E92000001,England,nation,2022-12-20,30_34,337,2584,67.6
E92000001,England,nation,2022-12-20,35_39,377,2586,69.2
E92000001,England,nation,2022-12-20,40_44,423,2800,80.5
E92000001,England,nation,2022-12-20,45_49,432,3049,83.8
E92000001,England,nation,2022-12-20,50_54,528,3304,85.3
E92000001,England,nation,2022-12-20,55_59,533,3300,87.7
E92000001,England,nation,2022-12-20,60+,2980,17735,129.8
E92000001,England,nation,2022-12-20,60_64,507,3060,95.7
E92000001,England,nation,2022-12-20,65_69,447,2581,92.7
E92000001,England,nation,2022-12-20,70_74,450,2621,93.1
E92000001,England,nation,2022-12-20,75_79,514,2873,142.9
E92000001,England,nation,2022-12-20,80_84,356,2275,157.0
E92000001,England,nation,2022-12-20,85_89,374,2222,251.0
E92000001,England,nation,2022-12-20,90+,332,2103,403.6
E92000001,England,nation,2022-12-20,unassigned,1479,1860,
E92000001,England,nation,2022-12-19,00_04,86,470,14.5
E92000001,England,nation,2022-12-19,00_59,4422,23451,54.7
E92000001,England,nation,2022-12-19,05_09,46,219,6.2
E92000001,England,nation,2022-12-19,10_14,56,458,13.3
E92000001,England,nation,2022-12-19,15_19,142,870,27.9
E92000001,England,nation,2022-12-19,20_24,272,1527,44.0
E92000001,England,nation,2022-12-19,25_29,355,2050,54.4
E92000001,England,nation,2022-12-19,30_34,540,2685,70.2
E92000001,England,nation,2022-12-19,35_39,477,2643,70.7
E92000001,England,nation,2022-12-19,40_44,540,2846,81.9
E92000001,England,nation,2022-12-19,45_49,609,3097,85.1
E92000001,England,nation,2022-12-19,50_54,667,3295,85.0
E92000001,England,nation,2022-12-19,55_59,632,3291,87.5
E92000001,England,nation,2022-12-19,60+,3520,17396,127.3
E92000001,England,nation,2022-12-19,60_64,574,2973,93.0
E92000001,England,nation,2022-12-19,65_69,490,2510,90.1
E92000001,England,nation,2022-12-19,70_74,500,2504,89.0
E92000001,England,nation,2022-12-19,75_79,571,2767,137.7
E92000001,England,nation,2022-12-19,80_84,484,2281,157.4
E92000001,England,nation,2022-12-19,85_89,453,2202,248.7
E92000001,England,nation,2022-12-19,90+,448,2159,414.3
E92000001,England,nation,2022-12-19,unassigned,298,397,
E92000001,England,nation,2022-12-18,00_04,59,445,13.7
E92000001,England,nation,2022-12-18,00_59,3138,22891,53.4
E92000001,England,nation,2022-12-18,05_09,35,214,6.0
E92000001,England,nation,2022-12-18,10_14,54,508,14.8
E92000001,England,nation,2022-12-18,15_19,125,867,27.8
E92000001,England,nation,2022-12-18,20_24,190,1515,43.6
E92000001,England,nation,2022-12-18,25_29,280,2056,54.5
E92000001,England,nation,2022-12-18,30_34,339,2562,67.0
E92000001,England,nation,2022-12-18,35_39,348,2613,69.9
E92000001,England,nation,2022-12-18,40_44,385,2825,81.3
E92000001,England,nation,2022-12-18,45_49,411,2965,81.5
E92000001,England,nation,2022-12-18,50_54,453,3194,82.4
E92000001,England,nation,2022-12-18,55_59,459,3127,83.1
E92000001,England,nation,2022-12-18,60+,2038,16364,119.8
E92000001,England,nation,2022-12-18,60_64,397,2877,90.0
E92000001,England,nation,2022-12-18,65_69,324,2370,85.1
E92000001,England,nation,2022-12-18,70_74,305,2344,83.3
E92000001,England,nation,2022-12-18,75_79,334,2580,128.4
E92000001,England,nation,2022-12-18,80_84,237,2124,146.6
E92000001,England,nation,2022-12-18,85_89,223,2040,230.4
E92000001,England,nation,2022-12-18,90+,218,2029,389.4
E92000001,England,nation,2022-12-18,unassigned,36,105,
E92000001,England,nation,2022-12-17,00_04,64,440,13.6
E92000001,England,nation,2022-12-17,00_59,2412,22523,52.5
E92000001,England,nation,2022-12-17,05_09,31,216,6.1
E92000001,England,nation,2022-12-17,10_14,44,523,15.2
E92000001,England,nation,2022-12-17,15_19,99,849,27.2
E92000001,England,nation,2022-12-17,20_24,161,1501,43.2
E92000001,England,nation,2022-12-17,25_29,213,2014,53.4
E92000001,England,nation,2022-12-17,30_34,235,2514,65.7
E92000001,England,nation,2022-12-17,35_39,268,2627,70.3
E92000001,England,nation,2022-12-17,40_44,275,2778,79.9
E92000001,England,nation,2022-12-17,45_49,305,2961,81.4
E92000001,England,nation,2022-12-17,50_54,369,3082,79.5
E92000001,England,nation,2022-12-17,55_59,348,3018,80.2
E92000001,England,nation,2022-12-17,60+,1847,15776,115.5
E92000001,England,nation,2022-12-17,60_64,323,2767,86.6
E92000001,England,nation,2022-12-17,65_69,299,2284,82.0
E92000001,England,nation,2022-12-17,70_74,296,2266,80.5
E92000001,England,nation,2022-12-17,75_79,277,2513,125.0
E92000001,England,nation,2022-12-17,80_84,251,2074,143.1
E92000001,England,nation,2022-12-17,85_89,211,1939,219.0
E92000001,England,nation,2022-12-17,90+,190,1933,371.0
E92000001,England,nation,2022-12-17,unassigned,14,72,
E92000001,England,nation,2022-12-16,00_04,65,419,12.9
E92000001,England,nation,2022-12-16,00_59,2941,22122,51.6
E92000001,England,nation,2022-12-16,05_09,27,207,5.8
E92000001,England,nation,2022-12-16,10_14,67,537,15.6
E92000001,England,nation,2022-12-16,15_19,114,838,26.9
E92000001,England,nation,2022-12-16,20_24,171,1459,42.0
E92000001,England,nation,2022-12-16,25_29,244,1984,52.6
E92000001,England,nation,2022-12-16,30_34,319,2481,64.9
E92000001,England,nation,2022-12-16,35_39,323,2589,69.3
E92000001,England,nation,2022-12-16,40_44,376,2745,79.0
E92000001,England,nation,2022-12-16,45_49,413,2907,79.9
E92000001,England,nation,2022-12-16,50_54,407,2999,77.4
E92000001,England,nation,2022-12-16,55_59,415,2957,78.6
E92000001,England,nation,2022-12-16,60+,2574,15200,111.3
E92000001,England,nation,2022-12-16,60_64,432,2717,85.0
E92000001,England,nation,2022-12-16,65_69,364,2191,78.7
E92000001,England,nation,2022-12-16,70_74,371,2181,77.5
E92000001,England,nation,2022-12-16,75_79,421,2428,120.8
E92000001,England,nation,2022-12-16,80_84,350,1972,136.1
E92000001,England,nation,2022-12-16,85_89,337,1847,208.6
E92000001,England,nation,2022-12-16,90+,299,1864,357.7
E92000001,England,nation,2022-12-16,unassigned,10,62,
E92000001,England,nation,2022-12-15,00_04,68,397,12.3
E92000001,England,nation,2022-12-15,00_59,3173,21338,49.8
E92000001,England,nation,2022-12-15,05_09,20,204,5.8
E92000001,England,nation,2022-12-15,10_14,71,526,15.3
E92000001,England,nation,2022-12-15,15_19,116,807,25.9
E92000001,England,nation,2022-12-15,20_24,213,1440,41.5
E92000001,England,nation,2022-12-15,25_29,292,1966,52.1
E92000001,England,nation,2022-12-15,30_34,391,2378,62.2
E92000001,England,nation,2022-12-15,35_39,379,2502,66.9
E92000001,England,nation,2022-12-15,40_44,375,2625,75.5
E92000001,England,nation,2022-12-15,45_49,406,2775,76.3
E92000001,England,nation,2022-12-15,50_54,419,2885,74.4
E92000001,England,nation,2022-12-15,55_59,423,2833,75.3
E92000001,England,nation,2022-12-15,60+,2368,14290,104.6
E92000001,England,nation,2022-12-15,60_64,405,2577,80.6
E92000001,England,nation,2022-12-15,65_69,308,2075,74.5
E92000001,England,nation,2022-12-15,70_74,345,2057,73.1
E92000001,England,nation,2022-12-15,75_79,399,2265,112.7
E92000001,England,nation,2022-12-15,80_84,277,1844,127.2
E92000001,England,nation,2022-12-15,85_89,321,1710,193.1
E92000001,England,nation,2022-12-15,90+,313,1762,338.2
E92000001,England,nation,2022-12-15,unassigned,8,55,
E92000001,England,nation,2022-12-14,00_04,60,383,11.8
E92000001,England,nation,2022-12-14,00_59,3539,20561,47.9
E92000001,England,nation,2022-12-14,05_09,36,220,6.2
E92000001,England,nation,2022-12-14,10_14,73,504,14.7
E92000001,England,nation,2022-12-14,15_19,132,791,25.4
E92000001,England,nation,2022-12-14,20_24,245,1393,40.1
E92000001,England,nation,2022-12-14,25_29,306,1859,49.3
E92000001,England,nation,2022-12-14,30_34,423,2263,59.2
E92000001,England,nation,2022-12-14,35_39,414,2375,63.5
E92000001,England,nation,2022-12-14,40_44,426,2561,73.7
E92000001,England,nation,2022-12-14,45_49,473,2678,73.6
E92000001,England,nation,2022-12-14,50_54,461,2786,71.9
E92000001,England,nation,2022-12-14,55_59,490,2748,73.1
E92000001,England,nation,2022-12-14,60+,2408,13615,99.7
E92000001,England,nation,2022-12-14,60_64,422,2457,76.9
E92000001,England,nation,2022-12-14,65_69,349,1999,71.8
E92000001,England,nation,2022-12-14,70_74,354,1954,69.4
E92000001,England,nation,2022-12-14,75_79,357,2148,106.9
E92000001,England,nation,2022-12-14,80_84,320,1793,123.7
E92000001,England,nation,2022-12-14,85_89,303,1602,180.9
E92000001,England,nation,2022-12-14,90+,303,1662,319.0
E92000001,England,nation,2022-12-14,unassigned,15,50,
E92000001,England,nation,2022-12-13,00_04,68,379,11.7
E92000001,England,nation,2022-12-13,00_59,3826,19895,46.4
E92000001,England,nation,2022-12-13,05_09,24,212,6.0
E92000001,England,nation,2022-12-13,10_14,93,539,15.7
E92000001,England,nation,2022-12-13,15_19,142,783,25.1
E92000001,England,nation,2022-12-13,20_24,275,1370,39.5
E92000001,England,nation,2022-12-13,25_29,360,1819,48.2
E92000001,England,nation,2022-12-13,30_34,438,2136,55.8
E92000001,England,nation,2022-12-13,35_39,434,2296,61.4
E92000001,England,nation,2022-12-13,40_44,469,2495,71.8
E92000001,England,nation,2022-12-13,45_49,480,2533,69.6
E92000001,England,nation,2022-12-13,50_54,519,2713,70.0
E92000001,England,nation,2022-12-13,55_59,524,2620,69.6
E92000001,England,nation,2022-12-13,60+,2641,12970,94.9
E92000001,England,nation,2022-12-13,60_64,420,2374,74.3
E92000001,England,nation,2022-12-13,65_69,376,1904,68.4
E92000001,England,nation,2022-12-13,70_74,333,1853,65.8
E92000001,England,nation,2022-12-13,75_79,408,2062,102.6
E92000001,England,nation,2022-12-13,80_84,362,1694,116.9
E92000001,England,nation,2022-12-13,85_89,354,1510,170.6
E92000001,England,nation,2022-12-13,90+,388,1573,301.9
E92000001,England,nation,2022-12-13,unassigned,16,39,
E92000001,England,nation,2022-12-12,00_04,61,371,11.5
E92000001,England,nation,2022-12-12,00_59,3862,19099,44.5
E92000001,England,nation,2022-12-12,05_09,41,219,6.2
E92000001,England,nation,2022-12-12,10_14,106,549,16.0
E92000001,England,nation,2022-12-12,15_19,139,794,25.5
E92000001,England,nation,2022-12-12,20_24,260,1309,37.7
E92000001,England,nation,2022-12-12,25_29,361,1721,45.6
E92000001,England,nation,2022-12-12,30_34,417,2027,53.0
E92000001,England,nation,2022-12-12,35_39,447,2205,59.0
E92000001,England,nation,2022-12-12,40_44,519,2408,69.3
E92000001,England,nation,2022-12-12,45_49,477,2441,67.1
E92000001,England,nation,2022-12-12,50_54,566,2599,67.1
E92000001,England,nation,2022-12-12,55_59,468,2456,65.3
E92000001,England,nation,2022-12-12,60+,2488,12054,88.2
E92000001,England,nation,2022-12-12,60_64,478,2258,70.6
E92000001,England,nation,2022-12-12,65_69,350,1770,63.6
E92000001,England,nation,2022-12-12,70_74,340,1756,62.4
E92000001,England,nation,2022-12-12,75_79,384,1925,95.8
E92000001,England,nation,2022-12-12,80_84,327,1558,107.5
E92000001,England,nation,2022-12-12,85_89,291,1360,153.6
E92000001,England,nation,2022-12-12,90+,318,1427,273.9
E92000001,England,nation,2022-12-12,unassigned,6,29,
E92000001,England,nation,2022-12-11,00_04,54,358,11.1
E92000001,England,nation,2022-12-11,00_59,2770,18319,42.7
E92000001,England,nation,2022-12-11,05_09,37,211,6.0
E92000001,England,nation,2022-12-11,10_14,69,545,15.9
E92000001,England,nation,2022-12-11,15_19,107,806,25.9
E92000001,England,nation,2022-12-11,20_24,176,1275,36.7
E92000001,England,nation,2022-12-11,25_29,238,1620,43.0
E92000001,England,nation,2022-12-11,30_34,291,1938,50.7
E92000001,England,nation,2022-12-11,35_39,362,2117,56.6
E92000001,England,nation,2022-12-11,40_44,338,2285,65.7
E92000001,England,nation,2022-12-11,45_49,407,2364,65.0
E92000001,England,nation,2022-12-11,50_54,341,2424,62.5
E92000001,England,nation,2022-12-11,55_59,350,2376,63.2
E92000001,England,nation,2022-12-11,60+,1450,11326,82.9
E92000001,England,nation,2022-12-11,60_64,287,2119,66.3
E92000001,England,nation,2022-12-11,65_69,238,1681,60.4
E92000001,England,nation,2022-12-11,70_74,227,1696,60.3
E92000001,England,nation,2022-12-11,75_79,267,1809,90.0
E92000001,England,nation,2022-12-11,80_84,187,1424,98.3
E92000001,England,nation,2022-12-11,85_89,122,1287,145.4
E92000001,England,nation,2022-12-11,90+,122,1310,251.4
E92000001,England,nation,2022-12-11,unassigned,3,31,
E92000001,England,nation,2022-12-10,00_04,43,347,10.7
E92000001,England,nation,2022-12-10,00_59,2011,17854,41.6
E92000001,England,nation,2022-12-10,05_09,22,201,5.7
E92000001,England,nation,2022-12-10,10_14,58,575,16.7
E92000001,England,nation,2022-12-10,15_19,88,821,26.3
E92000001,England,nation,2022-12-10,20_24,119,1253,36.1
E92000001,England,nation,2022-12-10,25_29,183,1589,42.1
E92000001,England,nation,2022-12-10,30_34,202,1888,49.4
E92000001,England,nation,2022-12-10,35_39,230,2003,53.6
E92000001,England,nation,2022-12-10,40_44,242,2246,64.6
E92000001,England,nation,2022-12-10,45_49,251,2229,61.3
E92000001,England,nation,2022-12-10,50_54,286,2394,61.8
E92000001,England,nation,2022-12-10,55_59,287,2308,61.4
E92000001,England,nation,2022-12-10,60+,1271,10980,80.4
E92000001,England,nation,2022-12-10,60_64,273,2036,63.7
E92000001,England,nation,2022-12-10,65_69,206,1614,58.0
E92000001,England,nation,2022-12-10,70_74,211,1653,58.7
E92000001,England,nation,2022-12-10,75_79,192,1733,86.2
E92000001,England,nation,2022-12-10,80_84,149,1365,94.2
E92000001,England,nation,2022-12-10,85_89,119,1297,146.5
E92000001,England,nation,2022-12-10,90+,121,1282,246.0
E92000001,England,nation,2022-12-10,unassigned,4,28,
E92000001,England,nation,2022-12-09,00_04,43,352,10.9
E92000001,England,nation,2022-12-09,00_59,2157,17393,40.6
E92000001,England,nation,2022-12-09,05_09,24,207,5.8
E92000001,England,nation,2022-12-09,10_14,56,575,16.7
E92000001,England,nation,2022-12-09,15_19,83,812,26.1
E92000001,England,nation,2022-12-09,20_24,152,1210,34.8
E92000001,England,nation,2022-12-09,25_29,226,1524,40.4
E92000001,England,nation,2022-12-09,30_34,216,1836,48.0
E92000001,England,nation,2022-12-09,35_39,236,1948,52.1
E92000001,England,nation,2022-12-09,40_44,256,2209,63.5
E92000001,England,nation,2022-12-09,45_49,281,2171,59.7
E92000001,England,nation,2022-12-09,50_54,293,2326,60.0
E92000001,England,nation,2022-12-09,55_59,291,2223,59.1
E92000001,England,nation,2022-12-09,60+,1664,10639,77.9
E92000001,England,nation,2022-12-09,60_64,292,1939,60.7
E92000001,England,nation,2022-12-09,65_69,248,1586,57.0
E92000001,England,nation,2022-12-09,70_74,247,1602,56.9
E92000001,England,nation,2022-12-09,75_79,258,1691,84.1
E92000001,England,nation,2022-12-09,80_84,222,1332,91.9
E92000001,England,nation,2022-12-09,85_89,200,1269,143.3
E92000001,England,nation,2022-12-09,90+,197,1220,234.1
E92000001,England,nation,2022-12-09,unassigned,3,25,
E92000001,England,nation,2022-12-08,00_04,54,352,10.9
E92000001,England,nation,2022-12-08,00_59,2396,17082,39.8
E92000001,England,nation,2022-12-08,05_09,36,204,5.8
E92000001,England,nation,2022-12-08,10_14,49,578,16.8
E92000001,England,nation,2022-12-08,15_19,100,824,26.4
E92000001,England,nation,2022-12-08,20_24,166,1176,33.9
E92000001,England,nation,2022-12-08,25_29,185,1465,38.8
E92000001,England,nation,2022-12-08,30_34,276,1804,47.2
E92000001,England,nation,2022-12-08,35_39,252,1896,50.7
E92000001,England,nation,2022-12-08,40_44,311,2166,62.3
E92000001,England,nation,2022-12-08,45_49,309,2138,58.8
E92000001,England,nation,2022-12-08,50_54,320,2288,59.0
E92000001,England,nation,2022-12-08,55_59,338,2191,58.2
E92000001,England,nation,2022-12-08,60+,1693,10402,76.1
E92000001,England,nation,2022-12-08,60_64,285,1879,58.8
E92000001,England,nation,2022-12-08,65_69,232,1540,55.3
E92000001,England,nation,2022-12-08,70_74,242,1564,55.6
E92000001,England,nation,2022-12-08,75_79,282,1668,83.0
E92000001,England,nation,2022-12-08,80_84,226,1304,90.0
E92000001,England,nation,2022-12-08,85_89,213,1238,139.8
E92000001,England,nation,2022-12-08,90+,213,1209,232.0
E92000001,England,nation,2022-12-08,unassigned,3,24,
E92000001,England,nation,2022-12-07,00_04,56,342,10.6
E92000001,England,nation,2022-12-07,00_59,2873,16748,39.0
E92000001,England,nation,2022-12-07,05_09,28,186,5.3
E92000001,England,nation,2022-12-07,10_14,108,603,17.6
E92000001,England,nation,2022-12-07,15_19,124,816,26.2
E92000001,England,nation,2022-12-07,20_24,222,1166,33.6
E92000001,England,nation,2022-12-07,25_29,266,1466,38.9
E92000001,England,nation,2022-12-07,30_34,296,1738,45.4
E92000001,England,nation,2022-12-07,35_39,335,1884,50.4
E92000001,England,nation,2022-12-07,40_44,360,2100,60.4
E92000001,England,nation,2022-12-07,45_49,328,2092,57.5
E92000001,England,nation,2022-12-07,50_54,388,2249,58.0
E92000001,England,nation,2022-12-07,55_59,362,2106,56.0
E92000001,England,nation,2022-12-07,60+,1763,9853,72.1
E92000001,England,nation,2022-12-07,60_64,339,1800,56.3
E92000001,England,nation,2022-12-07,65_69,254,1482,53.2
E92000001,England,nation,2022-12-07,70_74,253,1475,52.4
E92000001,England,nation,2022-12-07,75_79,271,1569,78.1
E92000001,England,nation,2022-12-07,80_84,221,1236,85.3
E92000001,England,nation,2022-12-07,85_89,211,1164,131.5
E92000001,England,nation,2022-12-07,90+,214,1127,216.3
E92000001,England,nation,2022-12-07,unassigned,4,29,
E92000001,England,nation,2022-12-06,00_04,60,330,10.2
E92000001,England,nation,2022-12-06,00_59,3030,16179,37.7
E92000001,England,nation,2022-12-06,05_09,31,180,5.1
E92000001,England,nation,2022-12-06,10_14,103,577,16.8
E92000001,England,nation,2022-12-06,15_19,153,813,26.1
E92000001,England,nation,2022-12-06,20_24,214,1110,32.0
E92000001,England,nation,2022-12-06,25_29,262,1419,37.6
E92000001,England,nation,2022-12-06,30_34,329,1710,44.7
E92000001,England,nation,2022-12-06,35_39,343,1781,47.6
E92000001,England,nation,2022-12-06,40_44,382,2029,58.4
E92000001,England,nation,2022-12-06,45_49,388,2046,56.2
E92000001,England,nation,2022-12-06,50_54,405,2165,55.9
E92000001,England,nation,2022-12-06,55_59,360,2019,53.7
E92000001,England,nation,2022-12-06,60+,1725,9392,68.8
E92000001,England,nation,2022-12-06,60_64,304,1710,53.5
E92000001,England,nation,2022-12-06,65_69,242,1401,50.3
E92000001,England,nation,2022-12-06,70_74,236,1412,50.2
E92000001,England,nation,2022-12-06,75_79,271,1498,74.5
E92000001,England,nation,2022-12-06,80_84,226,1200,82.8
E92000001,England,nation,2022-12-06,85_89,204,1128,127.4
E92000001,England,nation,2022-12-06,90+,242,1043,200.2
E92000001,England,nation,2022-12-06,unassigned,6,27,
E92000001,England,nation,2022-12-05,00_04,48,317,9.8
E92000001,England,nation,2022-12-05,00_59,3082,15723,36.7
E92000001,England,nation,2022-12-05,05_09,33,186,5.3
E92000001,England,nation,2022-12-05,10_14,102,591,17.2
E92000001,England,nation,2022-12-05,15_19,151,787,25.3
E92000001,England,nation,2022-12-05,20_24,226,1079,31.1
E92000001,England,nation,2022-12-05,25_29,260,1368,36.3
E92000001,England,nation,2022-12-05,30_34,328,1655,43.3
E92000001,England,nation,2022-12-05,35_39,359,1721,46.0
