ucl_id,x,y
797,529933.2154506164,182814.60318075086
798,530345.4311142297,182925.3143835484
799,529376.1949854986,179283.8488511917
800,528629.0267520396,177420.40710698994
801,532100.7883448107,180191.380017107
802,530779.0564174051,176970.91277824203
803,532078.8068627134,180211.50655079068
804,530139.8760781994,183417.22810409573
805,524544.028691578,181652.45383325935
806,530151.4063961005,183703.83912080392
807,524364.039786733,181773.89329816564
808,530489.3757795517,176618.07583510363
809,530664.4899813512,181384.3127115621
810,532042.6688079108,180356.89830874122
811,536975.1831496545,180373.69530291943
812,537204.3706237854,185168.1776259808
813,530434.3761989267,178210.24921290512
814,530417.7927312737,176387.79175562703
815,530824.8806857152,179586.9772263266
816,537350.2718889482,184927.52195195196
817,529379.9227785756,177463.14749716804
818,533451.5661339322,179993.4207688645
819,530931.3780525234,180270.84463795595
820,532486.9071732245,178797.20815722062
821,528713.971528964,177687.94484862685
823,531082.4784576632,183171.95753156062
826,529007.6232098632,179181.56998274924
827,531241.5835926642,177317.87481542985
828,531180.9942649379,176679.03137552342
829,531186.9807427446,176160.97115887172
830,530746.9684047365,176147.98041782324
831,531161.2931758696,175828.14921471424
832,530986.8961558422,175577.40463345964
833,531026.0040896629,175157.00834155694
834,528719.6995609088,177071.51822600653
835,531587.5395167716,181464.54978315736
836,530095.0290205574,184187.0054506829
838,532523.5766288167,181634.42865819082
839,531482.558361447,180487.93038467533
